,_id,chat_id,chat_date,user_id
34,5e51aadf626892ebcf7e96d4,3,31-7-19,0
35,5e51aadf626892ebcf7e96d5,3,31-7-19,1
36,5e51aadf626892ebcf7e96d6,3,31-7-19,4
37,5e51aadf626892ebcf7e96d7,3,31-7-19,2
38,5e51aadf626892ebcf7e96d8,3,31-7-19,6
39,5e51aadf626892ebcf7e96d9,3,31-7-19,10
40,5e51aadf626892ebcf7e96da,3,31-7-19,3
41,5e51aadf626892ebcf7e96db,3,31-7-19,11
42,5e51aadf626892ebcf7e96dc,3,31-7-19,5
43,5e51aadf626892ebcf7e96dd,3,31-7-19,9
44,5e51aadf626892ebcf7e96de,3,31-7-19,12
45,5e51aadf626892ebcf7e96df,3,31-7-19,7
46,5e51aadf626892ebcf7e96e0,4,23-9-19,0
47,5e51aadf626892ebcf7e96e1,4,23-9-19,4
48,5e51aadf626892ebcf7e96e2,4,23-9-19,5
49,5e51aadf626892ebcf7e96e3,4,23-9-19,2
50,5e51aadf626892ebcf7e96e4,4,23-9-19,6
51,5e51aadf626892ebcf7e96e5,4,23-9-19,3
52,5e51aadf626892ebcf7e96e6,4,23-9-19,1
53,5e51aadf626892ebcf7e96e7,4,23-9-19,8
54,5e51aadf626892ebcf7e96e8,4,23-9-19,7
55,5e51aadf626892ebcf7e96e9,4,23-9-19,9
56,5e51aadf626892ebcf7e96ea,4,23-9-19,11
57,5e51aadf626892ebcf7e96eb,5,20-9-19,0
58,5e51aadf626892ebcf7e96ec,5,20-9-19,5
59,5e51aadf626892ebcf7e96ed,5,20-9-19,3
60,5e51aadf626892ebcf7e96ee,5,20-9-19,1
61,5e51aadf626892ebcf7e96ef,5,20-9-19,2
62,5e51aadf626892ebcf7e96f0,5,20-9-19,4
63,5e51aadf626892ebcf7e96f1,5,20-9-19,6
64,5e51aadf626892ebcf7e96f2,5,20-9-19,10
65,5e51aadf626892ebcf7e96f3,5,20-9-19,11
66,5e51aadf626892ebcf7e96f4,5,20-9-19,7
67,5e51aadf626892ebcf7e96f5,5,20-9-19,14
68,5e51aadf626892ebcf7e96f6,5,20-9-19,9
69,5e51aadf626892ebcf7e96f7,6,23-8-19,0
70,5e51aadf626892ebcf7e96f8,6,23-8-19,4
71,5e51aadf626892ebcf7e96f9,6,23-8-19,3
72,5e51aadf626892ebcf7e96fa,6,23-8-19,5
73,5e51aadf626892ebcf7e96fb,6,23-8-19,1
74,5e51aadf626892ebcf7e96fc,6,23-8-19,9
75,5e51aadf626892ebcf7e96fd,6,23-8-19,2
76,5e51aadf626892ebcf7e96fe,6,23-8-19,6
77,5e51aadf626892ebcf7e96ff,6,23-8-19,7
78,5e51aadf626892ebcf7e9700,6,23-8-19,11
79,5e51aadf626892ebcf7e9701,6,23-8-19,10
80,5e51aae0626892ebcf7e9702,7,18-7-19,0
81,5e51aae0626892ebcf7e9703,7,18-7-19,2
82,5e51aae0626892ebcf7e9704,7,18-7-19,3
83,5e51aae0626892ebcf7e9705,7,18-7-19,1
84,5e51aae0626892ebcf7e9706,7,18-7-19,4
85,5e51aae0626892ebcf7e9707,7,18-7-19,6
86,5e51aae0626892ebcf7e9708,7,18-7-19,12
87,5e51aae0626892ebcf7e9709,7,18-7-19,14
88,5e51aae0626892ebcf7e970a,7,18-7-19,7
89,5e51aae0626892ebcf7e970b,7,18-7-19,11
90,5e51aae0626892ebcf7e970c,7,18-7-19,13
91,5e51aae0626892ebcf7e970d,8,5-7-19,0
92,5e51aae0626892ebcf7e970e,8,5-7-19,2
93,5e51aae0626892ebcf7e970f,8,5-7-19,1
94,5e51aae0626892ebcf7e9710,8,5-7-19,10
95,5e51aae0626892ebcf7e9711,8,5-7-19,3
96,5e51aae0626892ebcf7e9712,8,5-7-19,8
97,5e51aae0626892ebcf7e9713,8,5-7-19,11
98,5e51aae0626892ebcf7e9714,8,5-7-19,6
99,5e51aae0626892ebcf7e9715,8,5-7-19,4
100,5e51aae0626892ebcf7e9716,8,5-7-19,12
101,5e51aae0626892ebcf7e9717,9,1-11-19,1
102,5e51aae0626892ebcf7e9718,9,1-11-19,4
103,5e51aae0626892ebcf7e9719,9,1-11-19,0
104,5e51aae0626892ebcf7e971a,9,1-11-19,3
105,5e51aae0626892ebcf7e971b,9,1-11-19,2
106,5e51aae0626892ebcf7e971c,9,1-11-19,8
107,5e51aae0626892ebcf7e971d,9,1-11-19,14
108,5e51aae0626892ebcf7e971e,9,1-11-19,11
109,5e51aae0626892ebcf7e971f,9,1-11-19,5
110,5e51aae0626892ebcf7e9720,9,1-11-19,7
111,5e51aae0626892ebcf7e9721,9,1-11-19,12
112,5e51aae0626892ebcf7e9722,9,1-11-19,6
113,5e51aae0626892ebcf7e9723,9,1-11-19,9
114,5e51aae0626892ebcf7e9724,10,16-10-19,2
115,5e51aae0626892ebcf7e9725,10,16-10-19,0
116,5e51aae0626892ebcf7e9726,10,16-10-19,1
117,5e51aae0626892ebcf7e9727,10,16-10-19,3
118,5e51aae0626892ebcf7e9728,10,16-10-19,4
119,5e51aae0626892ebcf7e9729,10,16-10-19,9
120,5e51aae0626892ebcf7e972a,10,16-10-19,6
121,5e51aae0626892ebcf7e972b,10,16-10-19,13
122,5e51aae0626892ebcf7e972c,10,16-10-19,8
123,5e51aae0626892ebcf7e972d,10,16-10-19,5
124,5e51aae0626892ebcf7e972e,10,16-10-19,12
125,5e51aae0626892ebcf7e972f,10,16-10-19,14
126,5e51aae0626892ebcf7e9730,11,9-11-19,4
127,5e51aae0626892ebcf7e9731,11,9-11-19,2
128,5e51aae0626892ebcf7e9732,11,9-11-19,3
129,5e51aae0626892ebcf7e9733,11,9-11-19,0
130,5e51aae0626892ebcf7e9734,11,9-11-19,5
131,5e51aae0626892ebcf7e9735,11,9-11-19,6
132,5e51aae0626892ebcf7e9736,11,9-11-19,1
133,5e51aae0626892ebcf7e9737,11,9-11-19,7
134,5e51aae0626892ebcf7e9738,11,9-11-19,11
135,5e51aae0626892ebcf7e9739,11,9-11-19,8
136,5e51aae0626892ebcf7e973a,11,9-11-19,13
137,5e51aae0626892ebcf7e973b,11,9-11-19,9
138,5e51aae0626892ebcf7e973c,12,24-10-19,0
139,5e51aae0626892ebcf7e973d,12,24-10-19,3
140,5e51aae0626892ebcf7e973e,12,24-10-19,10
141,5e51aae0626892ebcf7e973f,12,24-10-19,1
142,5e51aae0626892ebcf7e9740,12,24-10-19,6
143,5e51aae0626892ebcf7e9741,12,24-10-19,4
144,5e51aae0626892ebcf7e9742,12,24-10-19,2
145,5e51aae0626892ebcf7e9743,12,24-10-19,5
146,5e51aae0626892ebcf7e9744,12,24-10-19,7
147,5e51aae0626892ebcf7e9745,12,24-10-19,13
148,5e51aae0626892ebcf7e9746,12,24-10-19,9
149,5e51aae0626892ebcf7e9747,13,24-9-19,0
150,5e51aae0626892ebcf7e9748,13,24-9-19,3
151,5e51aae0626892ebcf7e9749,13,24-9-19,2
152,5e51aae0626892ebcf7e974a,13,24-9-19,6
153,5e51aae0626892ebcf7e974b,13,24-9-19,1
154,5e51aae0626892ebcf7e974c,13,24-9-19,5
155,5e51aae0626892ebcf7e974d,13,24-9-19,4
156,5e51aae0626892ebcf7e974e,13,24-9-19,7
157,5e51aae0626892ebcf7e974f,13,24-9-19,8
158,5e51aae0626892ebcf7e9750,13,24-9-19,9
159,5e51aae0626892ebcf7e9751,14,4-12-19,2
160,5e51aae0626892ebcf7e9752,14,4-12-19,0
161,5e51aae0626892ebcf7e9753,14,4-12-19,3
162,5e51aae0626892ebcf7e9754,14,4-12-19,1
163,5e51aae0626892ebcf7e9755,14,4-12-19,5
164,5e51aae0626892ebcf7e9756,14,4-12-19,6
165,5e51aae0626892ebcf7e9757,14,4-12-19,4
166,5e51aae0626892ebcf7e9758,14,4-12-19,11
167,5e51aae0626892ebcf7e9759,14,4-12-19,8
168,5e51aae0626892ebcf7e975a,14,4-12-19,9
169,5e51aae0626892ebcf7e975b,15,2-1-20,2
170,5e51aae0626892ebcf7e975c,15,2-1-20,1
171,5e51aae0626892ebcf7e975d,15,2-1-20,3
172,5e51aae0626892ebcf7e975e,15,2-1-20,5
173,5e51aae0626892ebcf7e975f,15,2-1-20,0
174,5e51aae0626892ebcf7e9760,15,2-1-20,4
175,5e51aae0626892ebcf7e9761,15,2-1-20,6
176,5e51aae0626892ebcf7e9762,15,2-1-20,11
177,5e51aae0626892ebcf7e9763,15,2-1-20,14
178,5e51aae0626892ebcf7e9764,15,2-1-20,13
179,5e51aae0626892ebcf7e9765,16,12-7-19,0
180,5e51aae0626892ebcf7e9766,16,12-7-19,2
181,5e51aae0626892ebcf7e9767,16,12-7-19,1
182,5e51aae0626892ebcf7e9768,16,12-7-19,3
183,5e51aae0626892ebcf7e9769,16,12-7-19,12
184,5e51aae0626892ebcf7e976a,16,12-7-19,9
185,5e51aae0626892ebcf7e976b,16,12-7-19,8
186,5e51aae0626892ebcf7e976c,16,12-7-19,7
187,5e51aae0626892ebcf7e976d,16,12-7-19,6
188,5e51aae0626892ebcf7e976e,17,25-9-19,0
189,5e51aae0626892ebcf7e976f,17,25-9-19,3
190,5e51aae0626892ebcf7e9770,17,25-9-19,6
191,5e51aae0626892ebcf7e9771,17,25-9-19,1
192,5e51aae0626892ebcf7e9772,17,25-9-19,2
193,5e51aae0626892ebcf7e9773,17,25-9-19,4
194,5e51aae0626892ebcf7e9774,17,25-9-19,11
195,5e51aae0626892ebcf7e9775,17,25-9-19,8
196,5e51aae0626892ebcf7e9776,17,25-9-19,7
197,5e51aae0626892ebcf7e9777,17,25-9-19,13
198,5e51aae0626892ebcf7e9778,17,25-9-19,5
199,5e51aae0626892ebcf7e9779,18,13-1-20,4
200,5e51aae0626892ebcf7e977a,18,13-1-20,6
201,5e51aae0626892ebcf7e977b,18,13-1-20,3
202,5e51aae0626892ebcf7e977c,18,13-1-20,2
203,5e51aae0626892ebcf7e977d,18,13-1-20,5
204,5e51aae0626892ebcf7e977e,18,13-1-20,0
205,5e51aae0626892ebcf7e977f,18,13-1-20,1
206,5e51aae0626892ebcf7e9780,18,13-1-20,7
207,5e51aae0626892ebcf7e9781,18,13-1-20,11
208,5e51aae0626892ebcf7e9782,19,4-1-20,0
209,5e51aae0626892ebcf7e9783,19,4-1-20,3
210,5e51aae0626892ebcf7e9784,19,4-1-20,4
211,5e51aae0626892ebcf7e9785,19,4-1-20,2
212,5e51aae0626892ebcf7e9786,19,4-1-20,1
213,5e51aae0626892ebcf7e9787,19,4-1-20,6
214,5e51aae0626892ebcf7e9788,19,4-1-20,14
215,5e51aae0626892ebcf7e9789,19,4-1-20,13
216,5e51aae0626892ebcf7e978a,19,4-1-20,5
217,5e51aae0626892ebcf7e978b,19,4-1-20,11
218,5e51aae0626892ebcf7e978c,19,4-1-20,7
219,5e51aae0626892ebcf7e978d,19,4-1-20,10
220,5e51aae0626892ebcf7e978e,20,4-11-19,0
221,5e51aae0626892ebcf7e978f,20,4-11-19,4
222,5e51aae0626892ebcf7e9790,20,4-11-19,2
223,5e51aae0626892ebcf7e9791,20,4-11-19,1
224,5e51aae0626892ebcf7e9792,20,4-11-19,3
225,5e51aae0626892ebcf7e9793,20,4-11-19,5
226,5e51aae0626892ebcf7e9794,20,4-11-19,6
227,5e51aae0626892ebcf7e9795,20,4-11-19,8
228,5e51aae0626892ebcf7e9796,20,4-11-19,9
229,5e51aae0626892ebcf7e9797,20,4-11-19,11
230,5e51aae0626892ebcf7e9798,20,4-11-19,7
231,5e51aae0626892ebcf7e9799,21,27-6-19,0
232,5e51aae0626892ebcf7e979a,21,27-6-19,2
233,5e51aae0626892ebcf7e979b,21,27-6-19,1
234,5e51aae0626892ebcf7e979c,21,27-6-19,3
235,5e51aae0626892ebcf7e979d,21,27-6-19,7
236,5e51aae0626892ebcf7e979e,21,27-6-19,11
237,5e51aae0626892ebcf7e979f,21,27-6-19,6
238,5e51aae0626892ebcf7e97a0,21,27-6-19,5
239,5e51aae0626892ebcf7e97a1,21,27-6-19,4
240,5e51aae0626892ebcf7e97a2,21,27-6-19,13
241,5e51aae0626892ebcf7e97a3,22,15-1-20,0
242,5e51aae0626892ebcf7e97a4,22,15-1-20,2
243,5e51aae0626892ebcf7e97a5,22,15-1-20,3
244,5e51aae0626892ebcf7e97a6,22,15-1-20,1
245,5e51aae0626892ebcf7e97a7,22,15-1-20,4
246,5e51aae0626892ebcf7e97a8,22,15-1-20,5
247,5e51aae0626892ebcf7e97a9,22,15-1-20,6
248,5e51aae0626892ebcf7e97aa,22,15-1-20,7
249,5e51aae0626892ebcf7e97ab,22,15-1-20,9
250,5e51aae0626892ebcf7e97ac,22,15-1-20,14
251,5e51aae0626892ebcf7e97ad,22,15-1-20,11
252,5e51aae0626892ebcf7e97ae,22,15-1-20,8
253,5e51aae0626892ebcf7e97af,22,15-1-20,13
254,5e51aae0626892ebcf7e97b0,23,7-10-19,0
255,5e51aae0626892ebcf7e97b1,23,7-10-19,1
256,5e51aae0626892ebcf7e97b2,23,7-10-19,2
257,5e51aae0626892ebcf7e97b3,23,7-10-19,4
258,5e51aae0626892ebcf7e97b4,23,7-10-19,3
259,5e51aae0626892ebcf7e97b5,23,7-10-19,7
260,5e51aae0626892ebcf7e97b6,23,7-10-19,8
261,5e51aae0626892ebcf7e97b7,23,7-10-19,6
262,5e51aae0626892ebcf7e97b8,23,7-10-19,5
263,5e51aae0626892ebcf7e97b9,23,7-10-19,10
264,5e51aae0626892ebcf7e97ba,23,7-10-19,11
265,5e51aae0626892ebcf7e97bb,23,7-10-19,9
266,5e51aae0626892ebcf7e97bc,23,7-10-19,13
267,5e51aae0626892ebcf7e97bd,24,24-12-19,1
268,5e51aae0626892ebcf7e97be,24,24-12-19,0
269,5e51aae0626892ebcf7e97bf,24,24-12-19,2
270,5e51aae0626892ebcf7e97c0,24,24-12-19,4
271,5e51aae0626892ebcf7e97c1,24,24-12-19,3
272,5e51aae0626892ebcf7e97c2,24,24-12-19,5
273,5e51aae0626892ebcf7e97c3,24,24-12-19,11
274,5e51aae0626892ebcf7e97c4,24,24-12-19,14
275,5e51aae0626892ebcf7e97c5,24,24-12-19,6
276,5e51aae0626892ebcf7e97c6,24,24-12-19,8
277,5e51aae0626892ebcf7e97c7,24,24-12-19,7
278,5e51aae0626892ebcf7e97c8,24,24-12-19,9
279,5e51aae0626892ebcf7e97c9,24,24-12-19,10
280,5e51aae0626892ebcf7e97ca,25,17-1-20,0
281,5e51aae0626892ebcf7e97cb,25,17-1-20,1
282,5e51aae0626892ebcf7e97cc,25,17-1-20,2
283,5e51aae0626892ebcf7e97cd,25,17-1-20,4
284,5e51aae0626892ebcf7e97ce,25,17-1-20,3
285,5e51aae0626892ebcf7e97cf,25,17-1-20,13
286,5e51aae0626892ebcf7e97d0,25,17-1-20,5
287,5e51aae0626892ebcf7e97d1,25,17-1-20,6
288,5e51aae0626892ebcf7e97d2,25,17-1-20,7
289,5e51aae0626892ebcf7e97d3,25,17-1-20,11
290,5e51aae0626892ebcf7e97d4,25,17-1-20,8
291,5e51aae0626892ebcf7e97d5,25,17-1-20,10
292,5e51aae0626892ebcf7e97d6,26,24-1-20,0
293,5e51aae0626892ebcf7e97d7,26,24-1-20,3
294,5e51aae0626892ebcf7e97d8,26,24-1-20,4
295,5e51aae0626892ebcf7e97d9,26,24-1-20,2
296,5e51aae0626892ebcf7e97da,26,24-1-20,5
297,5e51aae0626892ebcf7e97db,26,24-1-20,1
298,5e51aae0626892ebcf7e97dc,26,24-1-20,6
299,5e51aae0626892ebcf7e97dd,26,24-1-20,9
300,5e51aae0626892ebcf7e97de,26,24-1-20,11
301,5e51aae0626892ebcf7e97df,27,11-9-19,0
302,5e51aae0626892ebcf7e97e0,27,11-9-19,1
303,5e51aae0626892ebcf7e97e1,27,11-9-19,2
304,5e51aae0626892ebcf7e97e2,27,11-9-19,3
305,5e51aae0626892ebcf7e97e3,27,11-9-19,4
306,5e51aae0626892ebcf7e97e4,27,11-9-19,6
307,5e51aae0626892ebcf7e97e5,27,11-9-19,5
308,5e51aae0626892ebcf7e97e6,27,11-9-19,9
309,5e51aae0626892ebcf7e97e7,27,11-9-19,10
310,5e51aae0626892ebcf7e97e8,27,11-9-19,11
311,5e51aae0626892ebcf7e97e9,27,11-9-19,7
312,5e51aae0626892ebcf7e97ea,28,3-7-19,0
313,5e51aae0626892ebcf7e97eb,28,3-7-19,2
314,5e51aae0626892ebcf7e97ec,28,3-7-19,3
315,5e51aae0626892ebcf7e97ed,28,3-7-19,1
316,5e51aae0626892ebcf7e97ee,28,3-7-19,6
317,5e51aae0626892ebcf7e97ef,28,3-7-19,7
318,5e51aae0626892ebcf7e97f0,28,3-7-19,8
319,5e51aae0626892ebcf7e97f1,28,3-7-19,10
320,5e51aae0626892ebcf7e97f2,28,3-7-19,11
321,5e51aae0626892ebcf7e97f3,28,3-7-19,4
322,5e51aae0626892ebcf7e97f4,28,3-7-19,12
323,5e51aae0626892ebcf7e97f5,29,29-1-20,0
324,5e51aae0626892ebcf7e97f6,29,29-1-20,1
325,5e51aae0626892ebcf7e97f7,29,29-1-20,3
326,5e51aae0626892ebcf7e97f8,29,29-1-20,2
327,5e51aae0626892ebcf7e97f9,29,29-1-20,6
328,5e51aae0626892ebcf7e97fa,29,29-1-20,5
329,5e51aae0626892ebcf7e97fb,29,29-1-20,4
330,5e51aae0626892ebcf7e97fc,29,29-1-20,8
331,5e51aae0626892ebcf7e97fd,29,29-1-20,7
332,5e51aae0626892ebcf7e97fe,29,29-1-20,13
333,5e51aae0626892ebcf7e97ff,30,12-2-20,0
334,5e51aae0626892ebcf7e9800,30,12-2-20,1
335,5e51aae0626892ebcf7e9801,30,12-2-20,2
336,5e51aae0626892ebcf7e9802,30,12-2-20,3
337,5e51aae0626892ebcf7e9803,30,12-2-20,4
338,5e51aae0626892ebcf7e9804,30,12-2-20,6
339,5e51aae0626892ebcf7e9805,30,12-2-20,7
340,5e51aae0626892ebcf7e9806,30,12-2-20,11
341,5e51aae0626892ebcf7e9807,30,12-2-20,8
342,5e51aae0626892ebcf7e9808,30,12-2-20,9
343,5e51aae0626892ebcf7e9809,30,12-2-20,5
344,5e51aae0626892ebcf7e980a,30,12-2-20,10
345,5e51aae0626892ebcf7e980b,31,22-12-19,0
346,5e51aae0626892ebcf7e980c,31,22-12-19,2
347,5e51aae0626892ebcf7e980d,31,22-12-19,1
348,5e51aae0626892ebcf7e980e,31,22-12-19,4
349,5e51aae0626892ebcf7e980f,31,22-12-19,3
350,5e51aae0626892ebcf7e9810,31,22-12-19,5
351,5e51aae0626892ebcf7e9811,31,22-12-19,7
352,5e51aae0626892ebcf7e9812,31,22-12-19,9
353,5e51aae0626892ebcf7e9813,31,22-12-19,6
354,5e51aae0626892ebcf7e9814,32,8-1-20,0
355,5e51aae0626892ebcf7e9815,32,8-1-20,1
356,5e51aae0626892ebcf7e9816,32,8-1-20,4
357,5e51aae0626892ebcf7e9817,32,8-1-20,5
358,5e51aae0626892ebcf7e9818,32,8-1-20,3
359,5e51aae0626892ebcf7e9819,32,8-1-20,2
360,5e51aae0626892ebcf7e981a,32,8-1-20,6
361,5e51aae0626892ebcf7e981b,32,8-1-20,7
362,5e51aae0626892ebcf7e981c,32,8-1-20,9
363,5e51aae0626892ebcf7e981d,32,8-1-20,11
364,5e51aae0626892ebcf7e981e,33,3-12-19,0
365,5e51aae0626892ebcf7e981f,33,3-12-19,5
366,5e51aae0626892ebcf7e9820,33,3-12-19,4
367,5e51aae0626892ebcf7e9821,33,3-12-19,6
368,5e51aae0626892ebcf7e9822,33,3-12-19,1
369,5e51aae0626892ebcf7e9823,33,3-12-19,3
370,5e51aae0626892ebcf7e9824,33,3-12-19,2
371,5e51aae0626892ebcf7e9825,33,3-12-19,8
372,5e51aae0626892ebcf7e9826,33,3-12-19,11
373,5e51aae0626892ebcf7e9827,34,14-10-19,3
374,5e51aae0626892ebcf7e9828,34,14-10-19,1
375,5e51aae0626892ebcf7e9829,34,14-10-19,2
376,5e51aae0626892ebcf7e982a,34,14-10-19,6
377,5e51aae0626892ebcf7e982b,34,14-10-19,0
378,5e51aae0626892ebcf7e982c,34,14-10-19,4
379,5e51aae0626892ebcf7e982d,34,14-10-19,9
380,5e51aae0626892ebcf7e982e,34,14-10-19,7
381,5e51aae0626892ebcf7e982f,34,14-10-19,11
382,5e51aae0626892ebcf7e9830,34,14-10-19,5
383,5e51aae0626892ebcf7e9831,34,14-10-19,8
384,5e51aae0626892ebcf7e9832,34,14-10-19,12
385,5e51aae0626892ebcf7e9833,35,12-9-19,3
386,5e51aae0626892ebcf7e9834,35,12-9-19,0
387,5e51aae0626892ebcf7e9835,35,12-9-19,6
388,5e51aae0626892ebcf7e9836,35,12-9-19,1
389,5e51aae0626892ebcf7e9837,35,12-9-19,2
390,5e51aae0626892ebcf7e9838,35,12-9-19,7
391,5e51aae0626892ebcf7e9839,35,12-9-19,13
392,5e51aae0626892ebcf7e983a,35,12-9-19,5
393,5e51aae0626892ebcf7e983b,35,12-9-19,4
394,5e51aae0626892ebcf7e983c,35,12-9-19,8
395,5e51aae0626892ebcf7e983d,35,12-9-19,9
396,5e51aae0626892ebcf7e983e,36,27-9-19,0
397,5e51aae0626892ebcf7e983f,36,27-9-19,1
398,5e51aae0626892ebcf7e9840,36,27-9-19,4
399,5e51aae0626892ebcf7e9841,36,27-9-19,2
400,5e51aae0626892ebcf7e9842,36,27-9-19,5
401,5e51aae0626892ebcf7e9843,36,27-9-19,10
402,5e51aae0626892ebcf7e9844,36,27-9-19,11
403,5e51aae0626892ebcf7e9845,36,27-9-19,3
404,5e51aae0626892ebcf7e9846,36,27-9-19,9
405,5e51aae0626892ebcf7e9847,36,27-9-19,8
406,5e51aae0626892ebcf7e9848,36,27-9-19,6
407,5e51aae0626892ebcf7e9849,36,27-9-19,7
408,5e51aae0626892ebcf7e984a,36,27-9-19,13
409,5e51aae0626892ebcf7e984b,37,19-11-19,3
410,5e51aae0626892ebcf7e984c,37,19-11-19,0
411,5e51aae0626892ebcf7e984d,37,19-11-19,4
412,5e51aae0626892ebcf7e984e,37,19-11-19,1
413,5e51aae0626892ebcf7e984f,37,19-11-19,5
414,5e51aae0626892ebcf7e9850,37,19-11-19,6
415,5e51aae0626892ebcf7e9851,37,19-11-19,2
416,5e51aae0626892ebcf7e9852,37,19-11-19,11
417,5e51aae0626892ebcf7e9853,37,19-11-19,14
418,5e51aae0626892ebcf7e9854,38,13-9-19,2
419,5e51aae0626892ebcf7e9855,38,13-9-19,3
420,5e51aae0626892ebcf7e9856,38,13-9-19,1
421,5e51aae0626892ebcf7e9857,38,13-9-19,0
422,5e51aae0626892ebcf7e9858,38,13-9-19,4
423,5e51aae0626892ebcf7e9859,38,13-9-19,6
424,5e51aae0626892ebcf7e985a,38,13-9-19,5
425,5e51aae0626892ebcf7e985b,38,13-9-19,8
426,5e51aae0626892ebcf7e985c,38,13-9-19,13
427,5e51aae0626892ebcf7e985d,38,13-9-19,10
428,5e51aae0626892ebcf7e985e,39,5-12-19,0
429,5e51aae0626892ebcf7e985f,39,5-12-19,3
430,5e51aae0626892ebcf7e9860,39,5-12-19,5
431,5e51aae0626892ebcf7e9861,39,5-12-19,2
432,5e51aae0626892ebcf7e9862,39,5-12-19,4
433,5e51aae0626892ebcf7e9863,39,5-12-19,1
434,5e51aae0626892ebcf7e9864,39,5-12-19,6
435,5e51aae0626892ebcf7e9865,39,5-12-19,7
436,5e51aae0626892ebcf7e9866,39,5-12-19,9
437,5e51aae0626892ebcf7e9867,39,5-12-19,14
438,5e51aae0626892ebcf7e9868,39,5-12-19,8
439,5e51aae0626892ebcf7e9869,40,26-7-19,1
440,5e51aae0626892ebcf7e986a,40,26-7-19,4
441,5e51aae0626892ebcf7e986b,40,26-7-19,0
442,5e51aae0626892ebcf7e986c,40,26-7-19,2
443,5e51aae0626892ebcf7e986d,40,26-7-19,12
444,5e51aae0626892ebcf7e986e,40,26-7-19,3
445,5e51aae0626892ebcf7e986f,40,26-7-19,9
446,5e51aae0626892ebcf7e9870,40,26-7-19,5
447,5e51aae0626892ebcf7e9871,40,26-7-19,14
448,5e51aae0626892ebcf7e9872,40,26-7-19,7
449,5e51aae0626892ebcf7e9873,40,26-7-19,6
450,5e51aae0626892ebcf7e9874,41,4-10-19,0
451,5e51aae0626892ebcf7e9875,41,4-10-19,4
452,5e51aae0626892ebcf7e9876,41,4-10-19,1
453,5e51aae0626892ebcf7e9877,41,4-10-19,2
454,5e51aae0626892ebcf7e9878,41,4-10-19,5
455,5e51aae0626892ebcf7e9879,41,4-10-19,11
456,5e51aae0626892ebcf7e987a,41,4-10-19,6
457,5e51aae0626892ebcf7e987b,41,4-10-19,3
458,5e51aae0626892ebcf7e987c,41,4-10-19,9
459,5e51aae0626892ebcf7e987d,41,4-10-19,10
460,5e51aae0626892ebcf7e987e,41,4-10-19,14
461,5e51aae0626892ebcf7e987f,42,15-11-19,0
462,5e51aae0626892ebcf7e9880,42,15-11-19,1
463,5e51aae0626892ebcf7e9881,42,15-11-19,2
464,5e51aae0626892ebcf7e9882,42,15-11-19,5
465,5e51aae0626892ebcf7e9883,42,15-11-19,6
466,5e51aae0626892ebcf7e9884,42,15-11-19,3
467,5e51aae0626892ebcf7e9885,42,15-11-19,11
468,5e51aae0626892ebcf7e9886,42,15-11-19,14
469,5e51aae0626892ebcf7e9887,42,15-11-19,7
470,5e51aae0626892ebcf7e9888,42,15-11-19,8
471,5e51aae0626892ebcf7e9889,42,15-11-19,4
472,5e51aae0626892ebcf7e988a,43,22-7-19,2
473,5e51aae0626892ebcf7e988b,43,22-7-19,0
474,5e51aae0626892ebcf7e988c,43,22-7-19,3
